frecuencia_dias,potencia
10.0,640909.3489436959
10.99099099099099,18679.65916591446
11.981981981981981,125167.0541618762
12.972972972972972,18055.335092341084
13.963963963963964,207788.54102078232
14.954954954954955,14661.983642876203
15.945945945945946,390513.53877856676
16.936936936936938,88093.10094225858
17.92792792792793,2393830.4912228864
18.91891891891892,2045965.4671018491
19.90990990990991,1173397.5537675472
20.9009009009009,668597.7108885404
21.89189189189189,255011.95765562565
22.882882882882882,3047557.453735736
23.873873873873876,603931.2953455404
24.864864864864863,1575232.7037956358
25.855855855855857,1403006.2940463147
26.846846846846848,175548.97491201933
27.83783783783784,379409.39342829515
28.82882882882883,1380252.1050458772
29.81981981981982,873991.3715081377
30.81081081081081,143802.41667981868
31.8018018018018,708311.3529609996
32.792792792792795,2208680.914669937
33.78378378378378,34245.47621670408
34.77477477477477,1127098.6247897195
35.765765765765764,1563015.6484791506
36.75675675675676,1536872.735374746
37.74774774774775,1004709.1680799039
38.73873873873874,2744673.168819411
39.729729729729726,567110.0098135639
40.72072072072072,963255.9637425629
41.711711711711715,1925736.7227705326
42.7027027027027,1210327.2197899828
43.693693693693696,265913.9273635806
44.68468468468468,117923.46206853859
45.67567567567568,3636271.064115253
46.666666666666664,410214.7539622128
47.65765765765766,1523000.0187274402
48.648648648648646,185600.62175220696
49.63963963963964,1199496.451790059
50.63063063063063,558388.1486664121
51.62162162162162,35047.34805388609
52.612612612612615,271980.6636231305
53.6036036036036,1061393.808927867
54.5945945945946,417607.6227822555
55.585585585585584,1114785.5393101105
56.57657657657658,308779.00066037703
57.567567567567565,3753046.0091751954
58.55855855855856,786326.6593684978
59.549549549549546,834530.1431387763
60.54054054054054,1299848.7487313375
61.53153153153153,83655.78308419278
62.52252252252252,1220834.9638809767
63.513513513513516,114910.63731006545
64.5045045045045,955466.3522379079
65.4954954954955,192935.33164827642
66.48648648648648,288385.9723818387
67.47747747747748,373870.50933175744
68.46846846846847,1549930.7073548788
69.45945945945945,2282390.1594180837
70.45045045045045,1267600.5637224473
71.44144144144144,1551794.728913384
72.43243243243242,1054973.18493361
73.42342342342343,856049.8660218331
74.41441441441441,2120661.235680642
75.4054054054054,1305383.1687360362
76.3963963963964,1384003.1655186843
77.38738738738739,940277.531366738
78.37837837837837,292058.75918720226
79.36936936936937,2074039.2424221286
80.36036036036036,1664840.9520565567
81.35135135135135,930019.6489405764
82.34234234234233,1330228.468683987
83.33333333333333,304054.5271836092
84.32432432432432,77019.70254857356
85.31531531531532,1217672.4643005352
86.30630630630631,1281780.345661492
87.29729729729729,555220.1730998761
88.28828828828829,249496.69644916969
89.27927927927928,43480.80372334852
90.27027027027027,405022.4908626891
91.26126126126125,188412.6878172913
92.25225225225225,4924493.415924672
93.24324324324324,2891324.589292963
94.23423423423424,103972.40475092895
95.22522522522523,6438.224022073819
96.21621621621621,88307.35615055142
97.2072072072072,1144764.1329364218
98.1981981981982,64776.11998328503
99.1891891891892,1022129.4067117025
100.18018018018017,920825.6706112421
101.17117117117117,2090128.0961975455
102.16216216216216,1349037.6068859384
103.15315315315316,199435.4066009334
104.14414414414414,2027.0523788489768
105.13513513513513,1916643.715162082
106.12612612612612,2837840.785970816
107.11711711711712,321762.33724076283
108.10810810810811,2253877.3173028906
109.09909909909909,1376566.864644411
110.09009009009009,579763.1292228043
111.08108108108108,1427388.8737328993
112.07207207207207,1066723.6449095954
113.06306306306305,2105722.36143745
114.05405405405405,954460.8080447603
115.04504504504504,282023.7377516739
116.03603603603604,1624426.9818430182
117.02702702702703,1404035.4551314528
118.01801801801801,1217133.9012074505
119.009009009009,750611.1064923609
120.0,3231590482.913632
120.990990990991,750630.5231444787
121.98198198198197,1217126.9907529922
122.97297297297297,1404055.3053217845
123.96396396396396,1624396.1056587435
124.95495495495496,282010.90928095137
125.94594594594594,954471.7863500564
126.93693693693693,2105689.737964553
127.92792792792793,1066721.513432256
128.9189189189189,1427357.0244033462
129.9099099099099,579758.3449843467
130.9009009009009,1376568.0472406447
131.89189189189187,2253877.5311605614
132.88288288288288,321758.54088394076
133.8738738738739,2837850.376095835
134.86486486486484,1916643.50422694
135.85585585585585,2027.0901566720988
136.84684684684686,199437.95254086045
137.83783783783784,1349060.798965108
138.82882882882882,2090128.9206882357
139.81981981981983,920827.2859887888
140.8108108108108,1022151.3704110007
141.8018018018018,64768.99998868321
142.7927927927928,1144735.864776445
143.78378378378378,88311.01827846414
144.77477477477478,6438.7820694613765
145.76576576576576,103973.88055051297
146.75675675675674,2891351.5073915045
147.74774774774775,4924501.863874918
148.73873873873873,188415.32499514567
149.72972972972974,405013.6492233094
150.72072072072072,43476.03318776665
151.7117117117117,249508.88934731486
152.7027027027027,555233.1573712459
153.6936936936937,1281777.9331215662
154.68468468468467,1217658.237736489
155.67567567567568,77016.67276161554
156.66666666666666,304052.6121745382
157.65765765765767,1330222.6821198976
158.64864864864865,930014.7560731834
159.63963963963963,1664854.5934933547
160.63063063063063,2074062.3048676862
161.6216216216216,292055.02046927885
162.61261261261262,940274.8662488335
163.6036036036036,1384009.2008991037
164.59459459459458,1305399.8471307922
165.5855855855856,2120669.7344620377
166.57657657657657,856064.031533335
167.56756756756755,1054979.7470268288
168.55855855855856,1551805.8501514741
169.54954954954954,1267581.2227743615
170.54054054054055,2282391.8031420414
171.53153153153153,1549936.3220236413
172.5225225225225,373875.7419068897
173.51351351351352,288388.0386002881
174.5045045045045,192949.2360410054
175.4954954954955,955473.9513615363
176.48648648648648,114909.4476988792
177.47747747747746,1220837.464722315
178.46846846846847,83650.49935175953
179.45945945945945,1299831.624437085
180.45045045045046,834516.2129601347
181.44144144144144,786313.6966782986
182.43243243243242,3753094.373309435
183.42342342342343,308781.4414798228
184.4144144144144,1114788.6458012825
185.4054054054054,417622.9060614821
186.3963963963964,1061383.7580224467
187.38738738738738,271980.01294062927
188.3783783783784,35048.68077559701
189.36936936936937,558359.5233536266
190.36036036036035,1199490.762027787
191.35135135135135,185600.35597312351
192.34234234234233,1523019.1846704646
193.33333333333334,410422.12461780047
194.32432432432432,3636327.1121025174
195.3153153153153,117934.86655974115
196.3063063063063,265913.39994662907
197.2972972972973,1210322.9988519293
198.28828828828827,1925764.02200592
199.27927927927928,963252.2911322099
200.27027027027026,567124.8055311139
201.26126126126127,2744669.869535577
202.25225225225225,1004699.6409941134
203.24324324324323,1536874.7849299652
204.23423423423424,1563002.6668752667
205.22522522522522,1127095.8437667857
206.21621621621622,34245.214943456565
207.2072072072072,2208671.256486757
208.19819819819818,708317.8064410952
209.1891891891892,143799.52575652362
210.18018018018017,874008.704497081
211.17117117117118,1380242.8906135885
212.16216216216216,379409.40145451366
213.15315315315314,175556.53118648508
214.14414414414415,1402974.0585590305
215.13513513513513,1575204.4430631346
216.1261261261261,603957.2058126609
217.11711711711712,3047577.175312938
218.1081081081081,255003.9427114767
219.0990990990991,668574.1106148087
220.0900900900901,1173383.2840037216
221.08108108108107,2045931.4578592097
222.07207207207207,2393837.677985768
223.06306306306305,88091.39049326882
224.05405405405406,390508.3903565836
225.04504504504504,14662.065444873917
226.03603603603602,207794.8556907582
227.02702702702703,18054.688968024057
228.018018018018,125170.11614988359
229.009009009009,18679.147381512797
230.0,640915.3665745354
230.99099099099098,1083167.2916401913
231.981981981982,1346067.487130635
232.97297297297297,500861.89190653426
233.96396396396395,1702578.8747987093
234.95495495495496,2865142.0892003905
235.94594594594594,239636.54394997098
236.93693693693695,2097031.538947795
237.92792792792793,1611081.9529170787
238.9189189189189,92013.24346553037
239.9099099099099,527710.6264404459
240.9009009009009,234578.41817621794
241.89189189189187,740026.4771784028
242.88288288288288,227904.6285179555
243.87387387387386,556669.650878591
244.86486486486487,363103.69320196274
245.85585585585585,3735564.01291147
246.84684684684683,632160.6739800764
247.83783783783784,1956385.3194456815
248.82882882882882,452020.51415983395
249.81981981981983,2089810.3451047165
250.8108108108108,214501.20709450135
251.8018018018018,1634088.9818507992
252.7927927927928,355118.89941820083
253.78378378378378,1530236.63691383
254.77477477477478,523939.99261695094
255.76576576576576,792648.977951914
256.7567567567568,584243.5587415647
257.7477477477478,395016.70619608683
258.73873873873873,694612.1007479843
259.7297297297297,653555.0753137697
260.7207207207207,2089250.8311010143
261.7117117117117,711112.2014180789
262.7027027027027,104084.31314566302
263.6936936936937,241749.10875034382
264.68468468468467,3482393.114909943
265.6756756756757,2671395.898475971
266.6666666666667,337411.0033398498
267.65765765765764,315150.2453377877
268.64864864864865,740807.12112355
269.63963963963965,1040821.3387868247
270.6306306306306,634843.6188525995
271.6216216216216,672484.4497487665
272.6126126126126,1361556.8766054488
273.6036036036036,1840721.8899501325
274.5945945945946,422190.1024017583
275.5855855855856,729427.3551448153
276.5765765765766,1668320.1807772908
277.56756756756755,374976.940848143
278.55855855855856,300878.1648791693
279.54954954954957,2103740.649675627
280.5405405405405,599067.6511045482
281.5315315315315,1338729.768302902
282.52252252252254,662680.8376668243
283.5135135135135,111745.28028091819
284.5045045045045,1949584.577159109
285.4954954954955,106379.93345646522
286.48648648648646,1652717.5265192904
287.47747747747746,332636.5388288198
288.4684684684685,805348.6933538404
289.4594594594595,3839273.8101791022
290.45045045045043,2815144.539412033
291.44144144144144,334942.79170200886
292.43243243243245,1087956.3572759344
293.4234234234234,5680842.349463034
294.4144144144144,491384.7339280763
295.4054054054054,362768.4929621012
296.39639639639637,1307547.5467055668
297.3873873873874,317259.8909807092
298.3783783783784,119318.20176090558
299.36936936936934,1854052.7301196977
300.36036036036035,130011.96037324626
301.35135135135135,904655.0962495635
302.34234234234236,5302.488558226268
303.3333333333333,1404184.7146254242
304.3243243243243,843378.5029493582
305.31531531531533,651255.6861015623
306.3063063063063,894809.1127794224
307.2972972972973,1031755.22338984
308.2882882882883,201272.63541857654
309.27927927927925,53477.23139911018
310.27027027027026,697686.8241312535
311.26126126126127,1235200.848508406
312.2522522522522,1814313.058140756
313.2432432432432,1086382.218089733
314.23423423423424,1263404.2255946707
315.22522522522524,52051.83126213264
316.2162162162162,1950876.4287411985
317.2072072072072,2591244.591476468
318.1981981981982,400335.1859447291
319.18918918918916,564444.1136183328
320.1801801801802,1179409.0340006547
321.1711711711712,2764495.259861651
322.16216216216213,1043347.7833037111
323.15315315315314,701114.2491587307
324.14414414414415,3603515.680462011
325.1351351351351,497381.0165056491
326.1261261261261,730330.185344034
327.1171171171171,782787.0270557635
328.1081081081081,1731266.4623245702
329.0990990990991,1509264.9319249142
330.0900900900901,221181.35774724724
331.0810810810811,836871.7703986454
332.07207207207205,2377803.4911236926
333.06306306306305,1993815.451835644
334.05405405405406,269339.1148890793
335.045045045045,1161587.3582945357
336.036036036036,171879.68217987815
337.02702702702703,116295.92672664882
338.01801801801804,3851872.4606727487
339.009009009009,4659553.718376899
340.0,2130149.8385065906
340.990990990991,757408.1626496308
341.98198198198196,1042040.2679354558
342.97297297297297,3354800.027881383
343.963963963964,293805.73547748104
344.9549549549549,2891779.8233712367
345.94594594594594,1202834.3950016473
346.93693693693695,736182.1173238511
347.9279279279279,992956.8448950317
348.9189189189189,2750705.495643053
349.9099099099099,4168243.8265853124
350.9009009009009,3042133.605648494
351.8918918918919,2934306.508896564
352.8828828828829,26611.634292507013
353.8738738738739,227835.5302678342
354.86486486486484,3052783.9609419694
355.85585585585585,84598.18598807667
356.84684684684686,883463.6143853904
357.8378378378378,415646.21327333234
358.8288288288288,1904819.3729662504
359.8198198198198,1254898.0494503158
360.8108108108108,1109600.0848152314
361.8018018018018,427611.4782334181
362.7927927927928,1128735.5756919133
363.7837837837838,1048995.1151016264
364.77477477477476,910784.8941062874
365.76576576576576,415522.8747141123
366.7567567567568,3458380.99392741
367.7477477477477,3348844.6680679694
368.73873873873873,6193852.036546946
369.72972972972974,1791150.1692093774
370.7207207207207,114887.82230432943
371.7117117117117,600387.0977539509
372.7027027027027,983226.4188714674
373.69369369369366,108076.90607849581
374.68468468468467,1673486.6801162958
375.6756756756757,3866049.691624587
376.6666666666667,158635.25891584312
377.65765765765764,1875578.3680862724
378.64864864864865,1231576.2156443791
379.63963963963965,509368.3274424753
380.6306306306306,753871.7564031936
381.6216216216216,493814.0043372587
382.6126126126126,7338731.577258079
383.6036036036036,1201938.7987677918
384.5945945945946,1417639.6471581422
385.5855855855856,421280.6234008947
386.57657657657654,438722.8715459816
387.56756756756755,1398265.6431449077
388.55855855855856,4296600.606740371
389.54954954954957,379839.36614300386
390.5405405405405,1597282.0754735419
391.5315315315315,832613.7246044043
392.52252252252254,451816.32675624033
393.5135135135135,19947.544845453187
394.5045045045045,412209.5585392809
395.4954954954955,3330822.116810699
396.48648648648646,3023018.0329318326
397.47747747747746,1941231.8190429904
398.4684684684685,1689879.722516404
399.4594594594594,2545931.5405702456
400.45045045045043,254248.8190991978
401.44144144144144,777393.9945018725
402.43243243243245,319221.2323859123
403.4234234234234,635876.322100781
404.4144144144144,159441.48476766495
405.4054054054054,741043.3441920602
406.39639639639637,3395505.514720062
407.3873873873874,2326375.618986862
408.3783783783784,18506.267537407995
409.36936936936934,1831475.7340750294
410.36036036036035,3194505.936733219
411.35135135135135,834310.5722647337
412.34234234234236,757923.3298965553
413.3333333333333,474587.18715800013
414.3243243243243,1121239.8548611873
415.31531531531533,551428.5499370953
416.3063063063063,419840.43990670796
417.2972972972973,613720.946335093
418.2882882882883,2282415.3008686965
419.27927927927925,219419.34052483476
420.27027027027026,309103.9359518815
421.26126126126127,3096357.600544677
422.2522522522522,228804.07547324843
423.2432432432432,39793.51371753605
424.23423423423424,37845.04626628549
425.22522522522524,1318179.5759149427
426.2162162162162,296278.35516245535
427.2072072072072,1695187.3008696986
428.1981981981982,955325.1789799645
429.18918918918916,1413567.6633300756
430.1801801801802,2131268.169944038
431.1711711711712,418295.9562569623
432.16216216216213,441205.31073281873
433.15315315315314,130791.0634571739
434.14414414414415,18775.31442033974
435.1351351351351,477825.37691817514
436.1261261261261,59315.63783969248
437.1171171171171,344251.9191323625
438.1081081081081,243816.3849778838
439.0990990990991,678198.2819153946
440.0900900900901,343978.5510299824
441.0810810810811,87378.32444453027
442.07207207207205,643351.723767835
443.06306306306305,789120.2602658721
444.05405405405406,667913.2134016848
445.045045045045,1647258.5634119364
446.036036036036,617072.4498403932
447.02702702702703,4046424.8363398477
448.018018018018,1324135.1808788157
449.009009009009,172280.9442082868
450.0,913298.6669573562
450.990990990991,172242.39304926345
451.98198198198196,1324098.8584928177
452.97297297297297,4046289.787439096
453.963963963964,616947.9185272291
454.9549549549549,1647209.6410939721
455.94594594594594,667940.9999948342
456.93693693693695,789288.8521380693
457.9279279279279,643304.3194904944
458.9189189189189,87370.40422667834
459.9099099099099,344000.9755587009
460.90090090090087,678183.2868661637
461.8918918918919,243807.1998138185
462.8828828828829,344228.0826110559
463.8738738738739,59295.837780205686
464.86486486486484,477777.99179241236
465.85585585585585,18775.345847113964
466.84684684684686,130792.58833320523
467.8378378378378,441156.17119231145
468.8288288288288,418353.4961595986
469.8198198198198,2131262.795431301
470.8108108108108,1413653.0055354866
471.8018018018018,955335.0381153409
472.7927927927928,1695253.015637003
473.78378378378375,296277.9564521951
474.77477477477476,1318182.7706835452
475.76576576576576,37856.98206179631
476.7567567567568,39786.34193838788
477.7477477477477,228811.28443201576
478.73873873873873,3096410.6703188308
479.72972972972974,309145.77497539343
480.7207207207207,219386.9195237871
481.7117117117117,2282343.051985826
482.7027027027027,613675.1220114751
483.69369369369366,419782.63646856614
484.68468468468467,551439.2484840985
485.6756756756757,1121294.3602555322
486.6666666666667,474420.4451272255
487.65765765765764,757810.4017920358
488.64864864864865,834365.7017378068
489.63963963963965,3194530.916250255
490.6306306306306,1831327.8070207792
491.6216216216216,18496.337549820604
492.6126126126126,2326417.5840236596
493.6036036036036,3395582.1235246724
494.5945945945946,740953.0486826638
495.5855855855856,159426.585184854
496.57657657657654,635842.5619973368
497.56756756756755,319231.1196666223
498.55855855855856,777358.7877711678
499.54954954954957,254189.81908884362
500.5405405405405,2545941.0075774873
